channel_key,column_name,en_name,cn_name,unit,version,channel_type,channel_category,app,sub_app,fact_sheet_name,sampling_rate,data_type,original_name,channel_dimension
20,gbx_frictionenergy_hsisgsrs_10min,GBX_FrictionEnergy_HSISGSRS_10min,齿轮箱IMSGSRS侧轴承摩擦功（方法1）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSISGSRS_10min,1
21,gbx_frictionenergy_hsisgsgs_10min,GBX_FrictionEnergy_HSISGSGS_10min,齿轮箱IMSGSGS侧轴承摩擦功（方法1）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSISGSGS_10min,1
22,gbx_frictionenergy_hssrs_10min,GBX_FrictionEnergy_HSSRS_10min,齿轮箱HSSRS侧轴承摩擦功（方法1）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSRS_10min,1
23,gbx_frictionenergy_hssgsrs_10min,GBX_FrictionEnergy_HSSGSRS_10min,齿轮箱HSSGSRS侧轴承摩擦功（方法1）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSGSRS_10min,1
24,gbx_frictionenergy_hssgsgs_10min,GBX_FrictionEnergy_HSSGSGS_10min,齿轮箱HSSGSGS侧轴承摩擦功（方法1）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSGSGS_10min,1
25,gbx_frictionenergy_hsisrs_10min_a,GBX_FrictionEnergy_HSISRS_10min_A,齿轮箱IMSRS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSISRS_10min_A,1
26,gbx_frictionenergy_hsisgsrs_10min_a,GBX_FrictionEnergy_HSISGSRS_10min_A,齿轮箱IMSGSRS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSISGSRS_10min_A,1
27,gbx_frictionenergy_hsisgsgs_10min_a,GBX_FrictionEnergy_HSISGSGS_10min_A,齿轮箱IMSGSGS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSISGSGS_10min_A,1
28,gbx_frictionenergy_hssrs_10min_a,GBX_FrictionEnergy_HSSRS_10min_A,齿轮箱HSSRS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSRS_10min_A,1
29,gbx_frictionenergy_hssgsrs_10min_a,GBX_FrictionEnergy_HSSGSRS_10min_A,齿轮箱HSSGSRS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSGSRS_10min_A,1
30,gbx_frictionenergy_hssgsgs_10min_a,GBX_FrictionEnergy_HSSGSGS_10min_A,齿轮箱HSSGSGS侧轴承摩擦功（方法2）,J,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_FrictionEnergy_HSSGSGS_10min_A,1
31,gbx_pittingdamage_lss_ring,GBX_PittingDamage_LSS_Ring,齿轮箱低速级齿圈接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_LSS_Ring,1
32,gbx_bendingdamage_lss_ring,GBX_BendingDamage_LSS_Ring,齿轮箱低速级齿圈弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_LSS_Ring,1
33,gbx_pittingdamage_lss_pg,GBX_PittingDamage_LSS_PG,齿轮箱低速级行星轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_LSS_PG,1
34,gbx_bendingdamage_lss_pg,GBX_BendingDamage_LSS_PG,齿轮箱低速级行星轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_LSS_PG,1
35,gbx_pittingdamage_lss_sun,GBX_PittingDamage_LSS_Sun,齿轮箱低速级太阳轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_LSS_Sun,1
36,gbx_bendingdamage_lss_sun,GBX_BendingDamage_LSS_Sun,齿轮箱低速级太阳轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_LSS_Sun,1
37,gbx_pittingdamage_ims_ring,GBX_PittingDamage_IMS_Ring,齿轮箱中间级齿圈接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_IMS_Ring,1
38,gbx_bendingdamage_ims_ring,GBX_BendingDamage_IMS_Ring,齿轮箱中间级齿圈弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_IMS_Ring,1
39,gbx_pittingdamage_ims_pg,GBX_PittingDamage_IMS_PG,齿轮箱中间级行星轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_IMS_PG,1
40,gbx_bendingdamage_ims_pg,GBX_BendingDamage_IMS_PG,齿轮箱中间级行星轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_IMS_PG,1
41,gbx_pittingdamage_ims_sun,GBX_PittingDamage_IMS_Sun,齿轮箱中间级太阳轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_IMS_Sun,1
42,gbx_bendingdamage_ims_sun,GBX_BendingDamage_IMS_Sun,齿轮箱中间级太阳轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_IMS_Sun,1
43,gbx_pittingdamage_ims_pinion,GBX_PittingDamage_IMS_Pinion,齿轮箱中间级小齿轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_IMS_Pinion,1
44,gbx_bendingdamage_ims_pinion,GBX_BendingDamage_IMS_Pinion,齿轮箱中间级小齿轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_IMS_Pinion,1
45,gbx_pittingdamage_ims_wheel,GBX_PittingDamage_IMS_Wheel,齿轮箱中间级大齿轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_IMS_Wheel,1
46,gbx_bendingdamage_ims_wheel,GBX_BendingDamage_IMS_Wheel,齿轮箱中间级太阳轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_IMS_Wheel,1
47,gbx_pittingdamage_hss_pinion,GBX_PittingDamage_HSS_Pinion,齿轮箱高速级小齿轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_HSS_Pinion,1
48,gbx_bendingdamage_hss_pinion,GBX_BendingDamage_HSS_Pinion,齿轮箱高速级小齿轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_HSS_Pinion,1
49,gbx_pittingdamage_hss_wheel,GBX_PittingDamage_HSS_Wheel,齿轮箱高速级大齿轮接触疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_PittingDamage_HSS_Wheel,1
50,gbx_bendingdamage_hss_wheel,GBX_BendingDamage_HSS_Wheel,齿轮箱高速级太阳轮弯曲疲劳,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BendingDamage_HSS_Wheel,1
51,gbx_braketimes,GBX_BrakeTimes,齿轮箱刹车片投入次数,NA,2003,10min,GearBox,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,GBX_BrakeTimes,1
52,mbr_start_daycnt,MBR_Start_DayCNT,风机起机次数（当日）,NA,2003,10min,MainBearing,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,MBR_Start_DayCNT,1
53,mbr_emergencystop_daycnt,MBR_EmergencyStop_DayCNT,紧急停机次数（当日）,NA,2003,10min,MainBearing,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,MBR_EmergencyStop_DayCNT,1
54,pth_pitch1mileage,PTH_Pitch1Mileage,桨叶1里程,revolution,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1Mileage,1
55,pth_pitch2mileage,PTH_Pitch2Mileage,桨叶2里程,revolution,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2Mileage,1
56,pth_pitch3mileage,PTH_Pitch3Mileage,桨叶3里程,revolution,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3Mileage,1
57,pth_pitch1travel,PTH_Pitch1Travel,桨叶1Travel,rev*MNm^3,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1Travel,1
58,pth_pitch2travel,PTH_Pitch2Travel,桨叶2Travel,rev*MNm^3,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2Travel,1
59,pth_pitch3travel,PTH_Pitch3Travel,桨叶3Travel,rev*MNm^3,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3Travel,1
60,pth_pitch1freq,PTH_Pitch1Freq,桨叶1变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1Freq,1
61,pth_pitch1freqatzero,PTH_Pitch1FreqAtZero,桨叶1桨角位于PTH_lsPitchAngle到PTH_hsPitchAngle度之间时变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1FreqAtZero,1
62,pth_pitch2freq,PTH_Pitch2Freq,桨叶2变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2Freq,1
63,pth_pitch2freqatzero,PTH_Pitch2FreqAtZero,桨叶2桨角位于PTH_lsPitchAngle到PTH_hsPitchAngle度之间时变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2FreqAtZero,1
64,pth_pitch3freq,PTH_Pitch3Freq,桨叶3变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3Freq,1
65,pth_pitch3freqatzero,PTH_Pitch3FreqAtZero,桨叶3桨角位于PTH_lsPitchAngle到PTH_hsPitchAngle度之间时变桨频次,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3FreqAtZero,1
66,pth_currentdiff,PTH_CurrentDiff,三支桨叶驱动电流差,A,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_CurrentDiff,1
67,pth_b1mxy0to5000,PTH_B1Mxy0to5000,叶根1弯矩出现在0到5000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy0to5000,1
68,pth_b1mxy5000to6000,PTH_B1Mxy5000to6000,叶根1弯矩出现在5000到6000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy5000to6000,1
69,pth_b1mxy6000to7000,PTH_B1Mxy6000to7000,叶根1弯矩出现在6000到7000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy6000to7000,1
70,pth_b1mxy7000to8000,PTH_B1Mxy7000to8000,叶根1弯矩出现在7000到8000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy7000to8000,1
71,pth_b1mxy8000to9000,PTH_B1Mxy8000to9000,叶根1弯矩出现在8000到9000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy8000to9000,1
72,pth_b1mxy9000to10000,PTH_B1Mxy9000to10000,叶根1弯矩出现在9000到10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy9000to10000,1
73,pth_b1mxy10000toinf,PTH_B1Mxy10000toInf,叶根1弯矩出现大于10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B1Mxy10000toInf,1
74,pth_b2mxy0to5000,PTH_B2Mxy0to5000,叶根2弯矩出现在0到5000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy0to5000,1
75,pth_b2mxy5000to6000,PTH_B2Mxy5000to6000,叶根2弯矩出现在5000到6000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy5000to6000,1
76,pth_b2mxy6000to7000,PTH_B2Mxy6000to7000,叶根2弯矩出现在6000到7000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy6000to7000,1
77,pth_b2mxy7000to8000,PTH_B2Mxy7000to8000,叶根2弯矩出现在7000到8000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy7000to8000,1
78,pth_b2mxy8000to9000,PTH_B2Mxy8000to9000,叶根2弯矩出现在8000到9000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy8000to9000,1
79,pth_b2mxy9000to10000,PTH_B2Mxy9000to10000,叶根2弯矩出现在9000到10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy9000to10000,1
80,pth_b2mxy10000toinf,PTH_B2Mxy10000toInf,叶根2弯矩出现大于10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B2Mxy10000toInf,1
81,pth_b3mxy0to5000,PTH_B3Mxy0to5000,叶根3弯矩出现在0到5000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy0to5000,1
82,pth_b3mxy5000to6000,PTH_B3Mxy5000to6000,叶根3弯矩出现在5000到6000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy5000to6000,1
83,pth_b3mxy6000to7000,PTH_B3Mxy6000to7000,叶根3弯矩出现在6000到7000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy6000to7000,1
84,pth_b3mxy7000to8000,PTH_B3Mxy7000to8000,叶根3弯矩出现在7000到8000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy7000to8000,1
85,pth_b3mxy8000to9000,PTH_B3Mxy8000to9000,叶根3弯矩出现在8000到9000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy8000to9000,1
86,pth_b3mxy9000to10000,PTH_B3Mxy9000to10000,叶根3弯矩出现在9000到10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy9000to10000,1
87,pth_b3mxy10000toinf,PTH_B3Mxy10000toInf,叶根3弯矩出现大于10000kNm范围的时间,s,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_B3Mxy10000toInf,1
88,pth_pitch1hsd_u,PTH_Pitch1HSD_U,桨叶1轴承套圈正常发电时叶片尾缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HSD_U,1
89,pth_pitch1hsd_d,PTH_Pitch1HSD_D,桨叶1轴承套圈正常发电时叶片前缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HSD_D,1
90,pth_pitch2hsd_u,PTH_Pitch2HSD_U,桨叶2轴承套圈正常发电时叶片尾缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HSD_U,1
91,pth_pitch2hsd_d,PTH_Pitch2HSD_D,桨叶2轴承套圈正常发电时叶片前缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HSD_D,1
92,pth_pitch3hsd_u,PTH_Pitch3HSD_U,桨叶3轴承套圈正常发电时叶片尾缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3HSD_U,1
93,pth_pitch3hsd_d,PTH_Pitch3HSD_D,桨叶3轴承套圈正常发电时叶片前缘区间处损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3HSD_D,1
94,pth_pitch1hsd10mins_u,PTH_Pitch1HSD10mins_U,桨叶1轴承套圈正常发电时叶片尾缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HSD10mins_U,1
95,pth_pitch1hsd10mins_d,PTH_Pitch1HSD10mins_D,桨叶1轴承套圈正常发电时叶片前缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HSD10mins_D,1
96,pth_pitch2hsd10mins_u,PTH_Pitch2HSD10mins_U,桨叶2轴承套圈正常发电时叶片尾缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HSD10mins_U,1
97,pth_pitch2hsd10mins_d,PTH_Pitch2HSD10mins_D,桨叶2轴承套圈正常发电时叶片前缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HSD10mins_D,1
98,pth_pitch3hsd10mins_u,PTH_Pitch3HSD10mins_U,桨叶3轴承套圈正常发电时叶片尾缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3HSD10mins_U,1
99,pth_pitch3hsd10mins_d,PTH_Pitch3HSD10mins_D,桨叶3轴承套圈正常发电时叶片前缘区间处10min内损伤,NA,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch3HSD10mins_D,1
100,pth_pitch1hoopstress_u,PTH_Pitch1HoopStress_U,桨叶1轴承套圈零度桨角时叶片尾缘区间处热点应力,MPa,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HoopStress_U,1
101,pth_pitch1hoopstress_d,PTH_Pitch1HoopStress_D,桨叶1轴承套圈零度桨角时叶片前缘区间处热点应力,MPa,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch1HoopStress_D,1
102,pth_pitch2hoopstress_u,PTH_Pitch2HoopStress_U,桨叶2轴承套圈零度桨角时叶片尾缘区间处热点应力,MPa,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HoopStress_U,1
103,pth_pitch2hoopstress_d,PTH_Pitch2HoopStress_D,桨叶2轴承套圈零度桨角时叶片前缘区间处热点应力,MPa,2003,10min,Pitch,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,PTH_Pitch2HoopStress_D,1
